gene_id,SRR6825925,SRR6825926,SRR6825928,SRR6825930,SRR6825932,SRR6825933,SRR6825934,SRR6825935,SRR6825938,SRR6825939,SRR6825940,SRR6825941
gene-SEMA5A,57,13,8,127,188,0,0,0,21,54,12,0
gene-PALB2,140,88,296,110,204,393,292,363,440,182,270,249
gene-COIL,698,935,796,572,429,630,985,1308,1758,593,1171,810
gene-LOC121917483,0,0,0,0,0,0,0,0,0,0,0,0
gene-RAP1B,907,1239,1257,2093,1171,1516,1551,3356,1257,1728,1307,774
gene-GTF3A,565,886,768,1273,708,852,1068,1403,737,658,576,933
gene-LOC121919913,0,0,0,0,0,0,0,0,0,0,353,0
gene-LOC121919916,4,0,0,0,0,0,0,8,0,0,0,0
gene-LOC121923346,107,215,176,134,108,217,189,285,66,180,262,271
gene-CELA1,0,0,0,0,15,0,43,0,0,14,0,0
gene-LOC121918728,0,0,0,1,0,0,0,0,0,0,1,0
gene-FKTN,305,544,608,605,515,722,744,1286,229,712,252,496
gene-TP63,13,74,39,10,105,68,184,82,58,160,61,24
gene-RBM28,780,975,1095,755,763,941,1646,1894,1534,1316,1248,948
gene-RBM20,0,0,0,0,12,0,0,0,0,0,35,0
gene-RBM23,2432,3450,3534,2686,3126,4052,4940,8811,2737,3555,2551,3127
gene-RBM22,1208,1556,1212,1462,1234,892,2215,2391,3080,1007,1901,1345
gene-RBM25,7838,5439,4590,5299,5763,3164,11436,10765,26028,3566,11140,4847
gene-RBM24,224,303,169,181,90,156,142,235,180,141,198,299
gene-RBM27,417,780,832,1776,766,835,1257,2034,588,870,749,841
gene-RBM26,651,579,1119,824,895,1024,1301,1279,1450,1109,1128,682
gene-THSD1,122,98,77,296,127,71,190,615,126,66,182,133
gene-THSD4,36,58,27,133,49,82,44,419,11,96,185,91
gene-TMEM40,15,8,0,0,0,0,0,11,10,4,7,0
gene-TMEM43,558,852,1003,1074,592,721,1166,1145,615,1013,493,397
gene-TMEM47,114,904,604,1130,186,688,245,753,197,316,239,572
gene-LOC121922961,20,60,376,8,45,29,8,197,38,27,58,74
gene-NOA1,1841,1078,974,802,1108,1251,1722,2836,1627,1358,1794,888
gene-CDC37,1615,2052,2117,1624,1578,2016,2530,3654,1390,1817,1705,1672
gene-CDC34,948,1352,2523,3053,1764,1889,2801,3382,2918,1884,4081,2092
gene-SPON1,626,259,333,307,311,381,537,444,670,315,567,354
gene-SPON2,18,50,67,44,58,38,69,47,39,33,25,51
gene-LOC121937336,292,420,2120,13,1202,1147,917,393,345,867,1061,438
gene-LOC121937335,881,885,433,657,504,540,1024,1455,2937,466,1204,500
gene-LOC121937333,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121937331,11,68,16,6,8,38,4,6,16,12,3,14
gene-LOC121937339,65,190,59,44,42,14,107,213,192,88,192,152
gene-PLRG1,737,1163,1320,1710,1069,1686,1599,2625,739,1691,1603,1630
gene-ZNFX1,3554,1448,5884,520,978,833,1982,1862,3182,958,3041,1171
gene-CLCN4,0,0,72,0,30,4,0,0,0,30,62,0
gene-CLCN5,565,672,762,685,553,877,1494,2420,495,841,812,552
gene-CLCN6,148,175,423,273,244,659,371,677,108,474,101,240
gene-CLCN7,613,1004,1178,1777,638,1057,1822,3046,1517,1052,1528,1326
gene-EFEMP1,121,486,555,3798,112,298,56,2480,75,77,214,910
gene-CLCN2,354,615,1397,421,835,505,597,899,689,508,1003,731
gene-CLCN3,547,580,794,1913,896,1209,1183,2000,611,1171,557,754
gene-LOC121918606,134,163,189,122,205,134,212,220,432,106,280,158
gene-SPOPL,461,977,503,1529,533,548,958,2241,642,605,526,485
gene-ALDH18A1,455,1306,1621,1438,1365,1870,2994,2930,1826,2025,1903,783
gene-LOC121928928,14,0,0,0,0,0,0,0,9,0,0,0
gene-LOC121928922,0,0,0,0,0,5,0,0,0,0,0,0
gene-LOC121928926,8,4,125,12,123,32,9,14,32,13,167,39
gene-LOC121928924,0,4,0,0,0,0,0,0,4,0,0,0
gene-LRRN4CL,25,39,65,22,50,8,52,37,42,21,90,45
gene-CCDC124,2223,2530,2081,2608,2084,2587,4421,4683,3373,2102,2786,2264
gene-CCDC125,319,384,231,317,314,370,337,720,353,306,282,244
gene-CCDC126,460,769,663,1164,735,940,1749,2000,581,941,344,399
gene-CCDC127,464,625,967,1062,815,733,798,1538,282,896,625,584
gene-CCDC120,214,283,792,285,547,863,277,849,333,695,1415,623
gene-CCDC122,0,6,4,0,21,4,0,410,0,3,0,0
gene-IL2RG,156,142,533,258,162,406,182,271,201,206,543,264
gene-NOLC1,3248,4102,4785,7449,3393,4329,8157,6575,5782,4822,7388,6463
gene-FAM187B,23,8,20,15,27,40,15,13,31,41,54,25
gene-FAM187A,0,0,0,0,15,11,0,4,0,4,0,0
gene-ADRB3,0,0,0,0,0,0,0,0,0,0,0,0
gene-ADRB2,58,58,566,435,327,705,187,79,130,502,427,472
gene-ADRB1,67,96,108,241,119,141,37,100,87,112,175,155
gene-LOC121917735,98,122,54,67,64,71,175,221,242,108,86,32
gene-SLC24A5,16,284,34,44,6,24,189,309,17,0,129,160
gene-SLC24A4,0,0,10,0,0,0,0,0,0,11,4,0
gene-IL21R,57,38,113,38,70,47,68,128,281,33,253,61
gene-LOC121922080,4,11,0,3,10,25,0,0,0,4,144,5
gene-SLC24A3,15,46,67,117,36,130,17,119,24,16,69,50
gene-SLC24A2,0,0,0,0,0,3,0,23,0,3,0,4
gene-NEUROD1,0,0,0,0,0,0,0,0,0,0,0,0
gene-NEUROD2,0,0,0,0,0,0,0,0,0,0,0,0
gene-NEUROD4,0,0,0,0,0,0,0,0,0,0,0,0
gene-NEUROD6,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121935408,0,0,0,0,0,0,0,0,0,0,0,0
gene-PKD2L2,127,163,159,48,132,109,51,191,177,125,36,103
gene-LOC121935407,0,0,4,0,0,0,0,4,0,0,0,0
gene-LOC121935404,0,0,0,0,0,0,0,0,0,0,0,0
gene-PKD2L1,0,0,0,2,0,10,0,32,14,4,0,0
gene-LOC121935403,364,1019,2454,2142,884,2631,3269,1856,1869,3214,6291,3259
gene-ANXA6,127,288,322,169,117,112,208,481,284,113,121,124
gene-LOC121923839,18,0,32,0,15,37,70,61,98,23,21,96
gene-ANXA7,5112,10272,5489,4960,6739,5996,15426,13730,7392,9459,4240,4929
gene-LOC121923834,143,327,486,71,477,529,244,296,181,331,382,215
gene-LOC121923835,0,6,23,3,43,24,4,7,0,14,8,14
gene-LOC121923837,0,0,6,0,0,0,0,309,0,0,7,0
gene-LOC121923831,0,0,0,13,0,0,0,0,0,0,0,0
gene-LOC121923833,2,0,0,0,7,4,4,13,0,4,0,0
gene-TNN,28,21,45,57,235,34,69,108,174,7,103,22
gene-TNC,39,381,38,4,0,58,7,273,13,0,206,38
gene-BLOC1S1,218,505,581,515,497,571,499,1060,503,381,828,499
gene-TNR,2,0,0,0,0,0,0,0,0,0,0,0
gene-ATP8B2,107,274,184,749,193,343,184,969,133,179,190,294
gene-ATP8B3,0,0,0,0,0,0,0,0,0,0,0,0
gene-ATP8B1,41,88,98,99,144,89,54,195,215,135,87,117
gene-LHFPL3,54,19,15,6,13,0,0,8,0,0,4,0
gene-LHFPL2,601,1445,1930,2021,895,1081,916,4480,1466,1182,1290,1092
gene-LHFPL5,0,0,0,0,0,0,0,0,0,0,0,0
gene-LHFPL4,0,7,27,0,16,7,6,11,40,14,37,6
gene-LCK,35,33,461,50,28,0,14,76,156,0,251,83
gene-LHFPL6,143,175,207,291,161,243,152,271,115,321,138,153
gene-LCT,12,40,22,79,22,31,39,75,10,45,17,30
gene-LOC121934750,138,153,476,184,353,412,158,522,146,640,420,345
gene-LOC121934756,40,36,118,15,166,125,33,82,53,117,60,30
gene-LOC121934759,0,0,11,0,12,9,0,8,0,8,17,15
gene-VWC2L,0,0,0,0,0,0,0,0,0,0,4,0
gene-LOC121920714,15,27,208,0,200,237,24,6,11,188,421,347
gene-LOC121920715,11,0,210,0,189,217,14,0,5,129,503,262
gene-LOC121920717,0,0,0,0,0,0,0,0,0,0,0,0
gene-TMEM161A,81,144,182,198,192,293,338,297,112,282,201,139
gene-LOC121920718,15,72,24,17,9,28,15,73,11,2,78,79
gene-LOC121934783,0,0,0,0,0,0,0,0,0,0,0,0
gene-GGCT,270,656,451,452,612,490,528,1862,216,495,640,570
gene-DDX28,219,426,279,238,207,350,281,440,385,316,573,373
gene-FYN,686,618,622,968,308,651,558,1754,878,449,281,599
gene-DDX24,419,656,500,342,338,406,575,1156,675,324,555,286
gene-DDX25,12,33,0,0,18,0,0,21,0,19,0,0
gene-DDX20,872,1100,906,1044,716,855,920,2378,1700,730,1145,810
gene-DDX21,27336,47350,35760,58766,25243,45324,52453,43639,55513,23258,44037,39431
gene-GGCX,3465,3655,3236,3738,2607,4923,7102,8338,2652,3796,4709,3081
gene-DDX23,1339,2430,2837,2437,1827,2801,4150,4467,2170,2083,2102,1877
gene-GPATCH11,1535,1461,801,1693,808,827,1468,2975,3487,773,1208,813
gene-SPOUT1,788,397,802,840,789,950,1309,1780,2088,887,870,622
gene-HIPK4,0,0,0,0,0,0,0,0,0,0,0,0
gene-HIPK1,1634,3529,3357,9818,3317,4509,9508,9628,2299,5309,1866,4485
gene-HIPK2,1099,806,681,3414,1050,1304,475,3154,2161,773,901,1210
gene-HIPK3,1228,2070,1016,6023,1740,1630,2450,8111,1403,1637,979,2323
gene-GJA8,0,0,0,0,0,0,0,3,0,0,0,0
gene-GJA5,9,0,20,29,12,15,0,32,0,0,23,3
gene-LOC121930127,8,0,0,0,4,4,0,0,0,0,0,0
gene-GJA1,408,1836,710,17000,1769,3356,1645,3280,697,1745,1778,2064
gene-LOC121930120,208,458,319,581,262,337,410,1003,148,266,310,272
gene-DYNC2I1,202,110,200,210,205,122,100,250,413,344,586,368
gene-LOC121926924,0,18,4,53,12,13,23,43,6,32,22,7
gene-LOC121926927,463,585,523,288,416,381,501,527,520,441,231,215
gene-DYNC2I2,192,131,140,193,147,176,193,293,440,200,151,216
gene-LOC121926922,17319,21658,19024,19997,16543,22780,40011,27002,21016,33955,10509,17454
gene-LOC121926929,0,0,0,0,0,0,0,0,0,0,0,0
gene-AFDN,3165,2150,2072,3387,2235,2041,3658,6376,5981,2598,3744,2170
gene-LOC121925295,0,0,0,28,0,0,0,0,0,0,0,0
gene-LOC121925292,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121925290,795,1003,763,436,613,435,792,2331,843,632,756,478
gene-LOC121925291,466,463,543,183,486,273,279,646,283,550,184,162
gene-LOC121921047,10232,26013,11675,39599,10682,23723,25127,37765,17202,11057,26954,26863
gene-LOC121921046,0,0,0,23,18,18,12,41,0,9,4,11
gene-LOC121921041,0,11,0,0,6,3,3,11,9,9,13,3
gene-LOC121925743,0,14,33,0,0,22,4,0,12,0,12,15
gene-LOC121925749,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121921049,1424,3040,2125,4192,2489,4043,1770,3191,632,3090,742,2079
gene-LOC121921048,0,0,0,0,9,0,0,5,0,0,0,8
gene-LOC121927559,0,6,0,7,0,0,0,13,0,0,0,0
gene-LOC121917316,35,41,25,70,19,44,66,82,54,29,36,42
gene-LOC121929679,696,1056,590,1301,909,793,2608,1048,1969,915,1152,1134
gene-LOC121917314,62,77,71,160,79,139,54,122,174,91,284,119
gene-LOC121917315,13,15,27,27,19,18,13,34,34,21,7,8
gene-LOC121917312,0,0,0,0,0,0,4,2,0,0,0,0
gene-LOC121917313,178,108,121,148,415,194,376,106,706,287,564,101
gene-LOC121917310,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121917311,2,0,0,0,2,0,0,0,0,0,0,0
gene-LOC121929673,49,178,101,44,12,24,79,27,61,31,87,54
gene-LOC121917318,72,114,159,160,174,199,156,362,80,248,103,125
gene-LOC121917319,0,0,0,5,8,0,13,4,0,0,0,0
gene-A4GALT,63,149,138,51,52,39,30,161,89,108,109,22
gene-MNS1,98,131,95,78,82,62,111,112,210,132,165,124
gene-LOC121937473,0,7,4,0,8,0,0,0,11,0,0,17
gene-LOC121937472,12,0,4,10,30,15,0,34,11,12,9,4
gene-GPAT4,3276,6346,4210,5614,4127,4042,17056,11861,7639,5484,4040,4267
gene-LOC121937476,4,28,37,52,8,27,12,37,24,0,18,6
gene-LOC121937479,9835,5432,6921,461,5443,3680,8157,2452,10522,6872,8713,3804
gene-LOC121915225,0,0,0,0,29,16,53,41,44,11,0,0
gene-LOC121915226,544,476,467,128,445,360,673,569,674,471,497,269
gene-LOC121915227,4,0,0,2,0,0,8,0,28,2,0,0
gene-HSF1,396,540,631,497,552,557,913,754,470,420,696,707
gene-LOC121915222,132,35,54,105,144,65,53,259,105,76,52,33
gene-LOC121915223,62,57,78,196,117,102,54,2166,40,285,73,281
gene-SHBG,49112,21771,35762,1589,31016,15669,57447,7766,28281,47472,27050,6382
gene-KCNK12,0,0,0,0,0,0,0,0,0,0,0,0
gene-KY,0,0,0,0,6,8,0,0,4,14,4,3
gene-C2H9orf85,1617,976,1347,1857,581,680,1864,1455,4524,456,796,909
gene-KL,0,14,37,25,0,0,0,14,0,18,0,15
gene-LOC121917988,4,7,11,17,19,5,4,18,0,7,20,19
gene-LRRC28,397,385,681,1266,658,643,1301,746,1640,387,777,926
gene-LRRC23,100,57,27,14,36,100,47,122,104,67,54,34
gene-LRRC20,134,262,143,188,166,390,449,611,282,277,326,224
gene-LRRC26,0,0,0,0,0,0,0,0,0,0,0,0
gene-LRRC27,159,90,38,76,13,119,9,135,7,18,13,25
gene-LOC121916047,246,1340,1168,486,548,637,954,2428,293,1051,1592,505
gene-LOC121926217,23,41,271,0,0,37,16,4,580,7,387,9
gene-LOC121926216,50,82,235,267,21,27,51,101,73,96,80,22
gene-LOC121926212,0,3,0,0,0,4,0,7,0,7,0,0
gene-LOC121926210,4,0,0,0,0,0,0,18,12,0,0,0
gene-LOC121926219,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121926218,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121914579,99,69,144,30,69,146,166,73,65,57,114,103
gene-HSPB11,92,50,38,102,67,79,57,151,92,68,42,59
gene-LOC121918229,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121918228,0,0,6,43,9,0,14,14,0,0,0,0
gene-LOC121918223,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121918222,0,0,6,0,4,4,8,0,13,11,8,4
gene-LOC121918220,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121918227,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121918226,54,41,53,0,25,36,56,17,45,20,28,26
gene-LOC121918225,12,39,51,89,29,68,34,161,4,41,16,42
gene-LOC121918224,23,63,93,89,117,37,131,117,29,127,35,67
gene-TRNT1,239,481,484,480,405,320,621,874,702,431,449,335
gene-LOC121916595,0,0,0,0,4,14,0,0,0,17,14,6
gene-LOC121916594,0,0,55,0,0,0,0,0,0,0,0,0
gene-LOC121916593,18,36,47,53,26,72,154,54,13,83,46,30
gene-LOC121925343,615,950,539,560,772,873,639,3163,591,810,374,512
gene-VPS9D1,185,127,78,116,59,68,328,709,420,62,90,86
gene-LOC121922827,92,188,68,167,53,53,92,103,102,49,51,90
gene-LOC121922820,2219,562,420,775,519,392,450,805,4154,3300,907,379
gene-LOC121922821,32337,26460,33873,18672,16763,25051,64950,18415,53046,28531,23320,18244
gene-SOD2,5370,3721,4060,2841,4007,4573,6394,4597,5971,5434,2590,2430
gene-LOC121914689,0,0,0,0,0,0,0,0,0,0,0,4
gene-SOD1,21786,16695,12304,5711,9646,9774,28620,9641,10554,13175,10499,7972
gene-SCIN,4,24,111,34,0,19,32,47,4,3,41,37
gene-THUMPD1,601,556,770,564,580,634,1188,1109,1185,726,639,392
gene-LOC121923198,107,165,848,149,113,121,22,186,80,240,166,74
gene-LOC121923192,28,27,25,68,61,39,94,470,11,57,7,56
gene-LOC121923190,0,0,14,0,0,0,0,0,0,0,43,0
gene-LOC121923197,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121924523,0,0,0,0,0,0,0,0,0,0,0,0
gene-RNMT,840,922,699,1300,859,759,1621,1864,1622,891,757,518
gene-LOC121920863,0,13685,0,127,0,0,10,0,2244,18,4,18277
gene-LOC121919997,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121923462,29,0,0,0,0,26,4,33,4,0,32,98
gene-LOC121917888,138,0,0,20,75,0,34,480,24,7,0,6
gene-LOC121917889,0,12,3,0,19,0,0,0,8,2,0,0
gene-LOC121917886,5,76,0,0,17,0,0,7,22,0,2,0
gene-LOC121917887,3,5,30,0,0,15,0,14,12,11,17,19
gene-LOC121917884,84,148,156,146,140,217,118,542,122,163,82,71
gene-LOC121917885,6,6,21,12,13,0,24,20,10,18,8,8
gene-LOC121917882,0,3,5,5,0,40,4,11,0,9,3,0
gene-LOC121917883,0,0,0,0,0,0,0,0,0,0,0,1
gene-LOC121917880,7,2,3,2,6,43,8,11,0,24,0,2
gene-LOC121917881,10,36,6,0,2,0,4,0,0,0,0,0
gene-LOC121920869,125,378,189,181,196,273,344,660,188,224,238,165
gene-SZRD1,1056,997,1143,1288,934,1241,2425,2037,1549,1304,802,1050
gene-SLC35A5,153,173,181,133,265,228,363,353,117,299,107,90
gene-SLC35A4,7,34,40,95,39,96,68,145,18,132,21,77
gene-SLC35A3,586,940,1590,1063,1126,1228,1643,1853,638,2162,1429,931
gene-MRTFB,219,251,953,751,659,886,655,745,102,867,590,797
gene-MRTFA,418,817,919,2290,644,738,1405,2163,691,825,1629,1304
gene-LOC121915768,1846,1547,5699,628,2847,1009,1057,293,2503,5442,4123,1017
gene-NTMT1,67,73,128,106,106,134,99,199,210,166,218,146
gene-LOC121915761,18,336,262,22,62,73,43,231,59,0,319,78
gene-LOC121915765,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121915764,0,4,0,11,0,0,8,0,0,0,0,0
gene-LOC121915767,0,10,0,3,0,0,0,0,4,12,0,0
gene-LOC121915766,84,40,74,78,206,37,146,32,604,127,86,65
gene-MCOLN1,3978,4795,7246,8687,4224,8425,18730,11265,6695,9742,6056,4671
gene-PUM3,485,1012,687,955,655,1071,1090,2103,808,750,897,642
gene-PUM2,915,1488,1587,2561,1338,1487,3097,3351,1331,1414,1169,1623
gene-PUM1,363,554,640,2349,671,1266,1743,2023,401,1244,384,802
gene-LOC121924474,0,0,0,0,0,0,0,0,0,0,0,0
gene-KAZN,50,65,154,103,150,293,213,225,47,190,58,97
gene-LOC121922331,88,150,324,578,333,462,172,723,75,475,320,215
gene-AMPD1,68,37,38,11,50,14,56,99,42,38,40,23
gene-AMPD2,838,1562,1766,1859,1188,2047,3729,2410,1527,1903,1030,1543
gene-AMPD3,352,486,458,556,251,355,295,947,359,269,342,500
gene-CLUH,1271,1710,3283,3307,1732,3230,4541,4721,719,3862,1406,1913
gene-NTMT2,19,44,22,18,12,22,83,69,32,38,25,20
gene-EDA,85,82,59,78,50,61,122,127,26,85,88,100
gene-GOLGA5,392,1068,778,1065,745,677,965,1764,503,890,633,734
gene-GOLGA4,1161,1418,969,1707,1604,982,1538,2391,4377,1250,2283,1438
gene-GOLGA7,1307,1651,1851,1265,1507,2205,2775,3832,1725,1764,1180,1943
gene-ST6GALNAC1,3,13,0,0,0,0,0,4,16,0,0,0
gene-GOLGA1,609,914,750,1026,750,613,1074,2075,673,792,1255,502
gene-GOLGA3,125,183,409,795,408,778,412,948,275,478,483,596
gene-ST6GALNAC5,5,13,7,5,0,0,17,10,0,0,10,4
gene-LOC121916867,12,0,52,13,52,50,53,19,6,60,47,58
gene-LOC121916862,4,20,109,5,25,73,0,11,42,40,154,25
gene-KMT2D,1162,1690,1528,1544,1968,1628,2269,2656,1316,1684,2234,2390
gene-KMT2E,1539,1146,2634,1884,2750,2504,2816,2672,2215,2402,4839,2971
gene-KMT2A,2150,1588,2051,2123,2385,1929,3468,4420,3075,1862,2407,2236
gene-KMT2B,1102,1119,1657,1150,2130,1595,1792,2229,1513,1396,1314,1694
gene-KMT2C,3447,3703,4477,10010,6530,4982,6103,7109,4641,5190,8788,6572
gene-TMEM168,544,840,544,985,653,615,852,1883,349,664,511,609
gene-TMEM169,0,0,19,13,37,41,12,13,23,17,28,33
gene-TMEM163,4,22,54,39,22,11,0,29,8,0,70,31
gene-TMEM160,505,945,1125,1827,670,1273,1199,2525,1120,1212,1044,980
gene-TMEM164,169,341,974,380,651,514,1272,1194,442,676,1383,1183
gene-TMEM165,721,1178,1388,2043,885,1046,1456,2716,450,1251,1071,1280
gene-LOC121921902,32,20,21,15,31,13,38,75,43,39,62,8
gene-LOC121921903,193,220,339,238,300,251,248,467,173,295,109,184
gene-LOC121921901,25,52,153,105,29,193,98,32,39,69,73,14
gene-LOC121921906,113,101,455,214,307,454,159,304,59,342,232,268
gene-LOC121921907,8,0,80,36,63,83,0,76,19,102,46,28
gene-LOC121921904,201,555,715,177,643,768,491,631,655,614,222,988
gene-LOC121921905,149,223,292,284,341,312,219,272,275,334,232,283
gene-LOC121921908,4,0,0,0,0,0,0,2,4,0,4,0
gene-LOC121921909,123,165,135,215,78,112,63,220,45,124,47,67
gene-UBAP1,143,429,676,605,561,653,610,1136,290,730,565,818
gene-UBAP2,559,662,771,465,904,972,1125,1335,752,770,1208,738
gene-SLC18B1,1194,2355,625,2035,1426,1556,3241,4055,1610,2520,1146,1276
gene-TIMELESS,681,540,802,85,2107,390,496,987,509,1732,582,498
gene-GPR87,0,0,0,0,0,0,0,0,0,0,0,0
gene-USP36,985,818,1228,1029,1271,1441,1286,2068,1768,1190,1223,1430
gene-GPR85,0,7,7,0,10,6,15,20,7,0,12,0
gene-GPR84,12,96,171,141,0,15,64,239,28,49,63,22
gene-GPR83,19,6,5,5,43,26,14,49,0,8,0,4
gene-USP32,683,826,873,2812,1085,942,1341,3202,274,967,306,1263
gene-USP31,87,79,215,217,166,275,202,301,26,180,179,241
gene-USP30,182,179,323,295,345,255,376,544,90,358,197,270
gene-DMC1,5,0,3,0,16,9,4,19,0,7,5,33
gene-USP39,636,858,883,938,796,862,1142,1526,1211,830,894,786
gene-USP38,469,790,864,1428,790,870,898,1613,310,838,829,937
gene-ARHGEF33,76,29,37,13,57,35,14,109,10,83,54,48
gene-PTGER3,112,114,78,50,55,60,77,53,14,12,34,64
gene-PTGER2,0,0,0,0,6,0,0,11,0,0,7,0
gene-ARHGEF37,625,1604,1287,1306,1625,1928,1045,3470,873,1331,1644,2582
gene-PTGER4,113,25,115,15,415,569,215,63,89,564,425,273
gene-ARHGEF39,36,72,46,6,47,31,54,62,85,45,48,5
gene-CCNJL,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121917053,0,0,0,0,0,0,17,0,11,9,0,0
gene-LOC121917054,0,0,0,0,19,0,0,0,0,0,42,14
gene-GTF2H4,77,272,255,229,122,172,211,251,89,147,139,65
gene-GTF2H5,153,284,131,367,199,225,205,551,150,270,226,142
gene-GTF2H2,143,309,379,539,490,546,502,832,248,661,258,320
gene-GTF2H3,1096,1002,725,1028,955,595,1612,1490,1463,797,814,828
gene-GTF2H1,491,947,1191,2006,750,1264,2115,2341,1379,1131,1393,1345
gene-LOC121935647,3,1,6,1,12,20,6,13,41,30,3,8
gene-UTS2R,4,0,0,0,1,0,0,4,0,11,0,8
gene-STS,160,173,218,517,274,377,284,530,175,281,198,203
gene-NICN1,155,173,242,190,387,236,274,435,207,261,159,246
gene-ZNF467,637,582,1139,549,851,977,1156,1011,978,886,693,645
gene-DCLRE1A,57,89,27,136,16,125,45,223,33,150,55,35
gene-ZNF462,513,638,729,778,850,1202,835,1522,590,774,580,749
gene-DCLRE1C,153,184,283,601,189,536,159,378,258,459,470,257
gene-DCLRE1B,78,244,257,185,178,288,167,547,96,316,214,257
gene-ST7,68,105,158,65,112,91,286,176,99,59,122,59
gene-ZNF469,20,18,127,69,104,81,54,65,11,73,258,89
gene-PC,20741,25336,17008,18392,16338,28094,26418,34458,17226,22877,12367,11635
gene-LOC121918142,10,0,46,0,61,30,0,9,6,43,66,34
gene-ACY3,117,126,127,1,15,15,261,92,78,554,210,48
gene-LOC121918140,0,0,0,0,0,0,0,0,0,0,3,0
gene-LOC121934590,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121918146,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121918147,3095,790,8132,1341,874,146,744,2713,5076,836,5282,819
gene-LOC121918144,547,880,592,14,588,414,32,529,199,386,183,74
gene-LOC121918145,0,0,0,0,0,0,0,0,0,0,0,0
gene-MGAT4A,50,165,269,280,98,149,189,479,95,253,205,233
gene-LOC121918148,6,41,41,48,26,35,39,95,19,27,20,29
gene-MECOM,23,11,62,291,39,43,25,211,66,89,31,84
gene-MGAT4D,0,0,0,0,0,0,0,0,4,0,0,0
gene-NDUFAB1,1767,1871,1370,1154,1425,1726,2923,3013,2214,1845,1720,1655
gene-LOC121915074,123,36,18,14,28,5,54,27,72,12,27,23
gene-TASP1,532,621,782,889,762,769,1122,1287,780,825,652,450
gene-TERT,0,41,30,15,7,13,38,14,84,25,29,10
gene-LOC121922825,167,527,1808,905,479,375,202,1242,238,363,1109,663
gene-PACC1,132,169,306,179,129,271,208,296,79,223,132,142
gene-FAHD2A,1999,1475,1988,577,1980,1360,3375,1140,1974,1727,1966,1284
gene-SLC9B2,464,260,407,656,162,596,531,455,254,430,298,318
gene-SOX30,14,0,3,0,0,0,10,0,0,7,0,0
gene-PRPF38B,1746,1549,1691,2164,1435,1600,2377,2655,4457,1558,3055,1627
gene-PRPF38A,505,666,362,874,275,293,1174,1182,679,439,285,398
gene-TKTL1,1997,2521,2725,3303,3830,5515,4365,5698,1971,3324,2388,1503
gene-PTH1R,131,343,186,474,161,110,175,605,210,107,272,231
gene-C1H11orf58,888,1363,1095,1336,871,1281,1412,1582,1210,1293,1046,993
gene-CYSRT1,0,0,0,0,0,0,0,0,0,0,0,0
gene-BASP1,3291,3919,3087,2438,1686,3439,3370,4905,3111,2551,3179,2082
gene-GLRA1,0,0,0,0,0,0,0,0,1,0,0,0
gene-GLRA2,4,0,4,90,22,10,52,38,0,87,0,10
gene-GLRA3,0,0,0,0,0,0,0,0,0,0,0,0
gene-TTC19,432,912,632,683,733,1112,779,1821,1603,681,740,920
gene-SERPING1,13302,56174,22651,14813,15936,15807,17247,59045,8071,12360,15410,13306
gene-TTC12,50,61,18,164,61,22,78,199,137,73,49,30
gene-TTC13,890,1206,1006,432,693,535,757,651,477,786,660,549
gene-TTC16,16,81,59,63,18,8,8,38,32,17,5,14
gene-TTC17,975,1484,2029,2077,1674,1897,3031,2668,2033,1858,1765,1927
gene-TTC14,857,929,417,1045,318,470,2148,2022,1540,460,182,332
gene-NRDC,1210,1650,2148,2807,1795,1953,2283,3428,1415,2405,1600,2099
gene-JSRP1,46,10,34,13,16,41,15,145,0,31,54,52
gene-C3H10orf90,0,0,0,0,4,0,0,0,0,0,4,0
gene-NT5C3A,1330,1009,1887,1225,1610,1594,2253,2871,1098,1788,1870,1577
gene-NT5C3B,2131,1947,2203,1644,1758,1391,2120,2371,2688,1719,1661,2256
gene-LOC121927509,0,7,11,12,0,65,0,54,12,48,17,17
gene-LOC121930455,0,3,0,0,0,0,0,0,0,0,0,0
gene-LOC121930452,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121930450,0,0,0,617,0,0,0,0,0,0,0,0
gene-LOC121930459,8,0,6,5,19,5,23,19,7,8,18,5
gene-PAK1IP1,235,376,368,571,374,425,537,792,535,366,689,436
gene-LOC121937109,132,208,243,381,177,346,817,749,509,396,599,384
gene-ADGRE3,0,0,8,20,7,10,25,106,30,0,4,25
